male	female	group	type	weight	oil
CAU5	ZD958	ZD958/CAU5	H	0.34	4.14
CAU5	ZD958	ZD958/CAU5	H	0.33	4.134
CAU5	ZD958	ZD958/CAU5	H	0.31	4.129
CAU5	ZD958	ZD958/CAU5	H	0.44	4.115
CAU5	ZD958	ZD958/CAU5	H	0.25	4.085
CAU5	ZD958	ZD958/CAU5	H	0.57	4.084
CAU5	ZD958	ZD958/CAU5	H	0.37	4.058
CAU5	ZD958	ZD958/CAU5	H	0.36	4.018
CAU5	ZD958	ZD958/CAU5	H	0.36	4.002
CAU5	ZD958	ZD958/CAU5	H	0.32	4
CAU5	ZD958	ZD958/CAU5	H	0.65	3.991
CAU5	ZD958	ZD958/CAU5	H	0.34	3.979
CAU5	ZD958	ZD958/CAU5	H	0.3	3.967
CAU5	ZD958	ZD958/CAU5	H	0.39	3.966
CAU5	ZD958	ZD958/CAU5	H	0.34	3.965
CAU5	ZD958	ZD958/CAU5	H	0.38	3.94
CAU5	ZD958	ZD958/CAU5	H	0.33	3.94
CAU5	ZD958	ZD958/CAU5	H	0.37	3.925
CAU5	ZD958	ZD958/CAU5	H	0.39	3.919
CAU5	ZD958	ZD958/CAU5	H	0.69	3.904
CAU5	ZD958	ZD958/CAU5	H	0.38	3.889
CAU5	ZD958	ZD958/CAU5	H	0.4	3.881
CAU5	ZD958	ZD958/CAU5	H	0.39	3.879
CAU5	ZD958	ZD958/CAU5	H	0.38	3.876
CAU5	ZD958	ZD958/CAU5	H	0.33	3.874
CAU5	ZD958	ZD958/CAU5	H	0.39	3.844
CAU5	ZD958	ZD958/CAU5	H	0.43	3.843
CAU5	ZD958	ZD958/CAU5	H	0.56	3.829
CAU5	ZD958	ZD958/CAU5	H	0.79	3.819
CAU5	ZD958	ZD958/CAU5	H	0.31	3.813
CAU5	ZD958	ZD958/CAU5	H	0.4	3.784
CAU5	ZD958	ZD958/CAU5	H	0.35	3.768
CAU5	ZD958	ZD958/CAU5	H	0.35	3.766
CAU5	ZD958	ZD958/CAU5	H	0.38	3.746
CAU5	ZD958	ZD958/CAU5	H	0.41	3.709
CAU5	ZD958	ZD958/CAU5	H	0.35	3.699
CAU5	ZD958	ZD958/CAU5	H	0.4	3.67
CAU5	ZD958	ZD958/CAU5	H	0.31	3.625
CAU5	ZD958	ZD958/CAU5	H	0.3	3.589
CAU5	ZD958	ZD958/CAU5	H	0.43	3.589
CAU5	ZD958	ZD958/CAU5	H	0.35	3.583
CAU5	ZD958	ZD958/CAU5	H	0.37	3.575
CAU5	ZD958	ZD958/CAU5	H	0.41	3.564
CAU5	ZD958	ZD958/CAU5	H	0.38	3.542
CAU5	ZD958	ZD958/CAU5	H	0.39	3.54
CAU5	ZD958	ZD958/CAU5	H	0.39	3.537
CAU5	ZD958	ZD958/CAU5	H	0.41	3.535
CAU5	ZD958	ZD958/CAU5	H	0.45	3.529
CAU5	ZD958	ZD958/CAU5	H	0.41	3.491
CAU5	ZD958	ZD958/CAU5	H	0.31	3.481
CAU5	ZD958	ZD958/CAU5	H	0.33	3.472
CAU5	ZD958	ZD958/CAU5	H	0.35	3.471
CAU5	ZD958	ZD958/CAU5	H	0.32	3.47
CAU5	ZD958	ZD958/CAU5	H	0.68	3.465
CAU5	ZD958	ZD958/CAU5	H	0.38	3.462
CAU5	ZD958	ZD958/CAU5	H	0.35	3.457
CAU5	ZD958	ZD958/CAU5	H	0.28	3.448
CAU5	ZD958	ZD958/CAU5	H	0.39	3.446
CAU5	ZD958	ZD958/CAU5	H	0.39	3.431
CAU5	ZD958	ZD958/CAU5	H	0.32	3.423
CAU5	ZD958	ZD958/CAU5	H	0.74	3.423
CAU5	ZD958	ZD958/CAU5	H	0.39	3.422
CAU5	ZD958	ZD958/CAU5	H	0.37	3.421
CAU5	ZD958	ZD958/CAU5	H	0.3	3.418
CAU5	ZD958	ZD958/CAU5	H	0.39	3.413
CAU5	ZD958	ZD958/CAU5	H	0.31	3.411
CAU5	ZD958	ZD958/CAU5	H	0.33	3.406
CAU5	ZD958	ZD958/CAU5	H	0.36	3.391
CAU5	ZD958	ZD958/CAU5	H	0.37	3.385
CAU5	ZD958	ZD958/CAU5	H	0.33	3.38
CAU5	ZD958	ZD958/CAU5	H	0.37	3.37
CAU5	ZD958	ZD958/CAU5	H	0.35	3.369
CAU5	ZD958	ZD958/CAU5	H	0.45	3.356
CAU5	ZD958	ZD958/CAU5	H	0.41	3.356
CAU5	ZD958	ZD958/CAU5	H	0.4	3.339
CAU5	ZD958	ZD958/CAU5	H	0.4	3.339
CAU5	ZD958	ZD958/CAU5	H	0.68	3.319
CAU5	ZD958	ZD958/CAU5	H	0.8	3.312
CAU5	ZD958	ZD958/CAU5	H	0.36	3.308
CAU5	ZD958	ZD958/CAU5	H	0.4	3.301
CAU5	ZD958	ZD958/CAU5	H	0.37	3.3
CAU5	ZD958	ZD958/CAU5	H	0.4	3.283
CAU5	ZD958	ZD958/CAU5	H	0.4	3.283
CAU5	ZD958	ZD958/CAU5	H	0.42	3.271
CAU5	ZD958	ZD958/CAU5	H	0.38	3.269
CAU5	ZD958	ZD958/CAU5	H	0.3	3.268
CAU5	ZD958	ZD958/CAU5	H	0.35	3.248
CAU5	ZD958	ZD958/CAU5	H	0.41	3.243
CAU5	ZD958	ZD958/CAU5	H	0.67	3.24
CAU5	ZD958	ZD958/CAU5	H	0.39	3.203
CAU5	ZD958	ZD958/CAU5	H	0.39	3.192
CAU5	ZD958	ZD958/CAU5	H	0.4	3.192
CAU5	ZD958	ZD958/CAU5	H	0.35	3.189
CAU5	ZD958	ZD958/CAU5	H	0.38	3.163
CAU5	ZD958	ZD958/CAU5	H	0.34	3.151
CAU5	ZD958	ZD958/CAU5	H	0.34	3.151
CAU5	ZD958	ZD958/CAU5	H	0.35	3.125
CAU5	ZD958	ZD958/CAU5	H	0.38	3.115
CAU5	ZD958	ZD958/CAU5	H	0.33	3.109
CAU5	ZD958	ZD958/CAU5	H	0.31	3.1
CAU5	ZD958	ZD958/CAU5	H	0.34	3.084
CAU5	ZD958	ZD958/CAU5	H	0.35	3.059
CAU5	ZD958	ZD958/CAU5	H	0.35	3.052
CAU5	ZD958	ZD958/CAU5	H	0.37	3.044
CAU5	ZD958	ZD958/CAU5	H	0.36	3.012
CAU5	ZD958	ZD958/CAU5	H	0.32	3.008
CAU5	ZD958	ZD958/CAU5	H	0.4	2.993
CAU5	ZD958	ZD958/CAU5	H	0.34	2.97
CAU5	ZD958	ZD958/CAU5	H	0.3	2.967
CAU5	ZD958	ZD958/CAU5	H	0.36	2.944
CAU5	ZD958	ZD958/CAU5	H	0.35	2.933
CAU5	ZD958	ZD958/CAU5	H	0.34	2.927
CAU5	ZD958	ZD958/CAU5	H	0.38	2.87
CAU5	ZD958	ZD958/CAU5	H	0.3	2.852
CAU5	ZD958	ZD958/CAU5	H	0.36	2.841
CAU5	ZD958	ZD958/CAU5	H	0.39	2.825
CAU5	ZD958	ZD958/CAU5	H	0.29	2.764
CAU5	ZD958	ZD958/CAU5	H	0.26	2.739
CAU5	ZD958	ZD958/CAU5	H	0.32	2.726
CAU5	ZD958	ZD958/CAU5	H	0.32	2.717
CAU5	ZD958	ZD958/CAU5	H	0.41	2.685
CAU5	ZD958	ZD958/CAU5	H	0.29	2.638
CAU5	ZD958	ZD958/CAU5	H	0.39	2.582
CAU5	ZD958	ZD958/CAU5	H	0.38	2.506
CAU5	ZD958	ZD958/CAU5	H	0.36	2.488
CAU5	ZD958	ZD958/CAU5	H	0.29	2.444
CAU5	ZD958	ZD958/CAU5	H	0.3	2.419
CAU5	ZD958	ZD958/CAU5	H	0.32	2.414
CAU5	ZD958	ZD958/CAU5	H	0.3	2.385
CAU5	ZD958	ZD958/CAU5	H	0.36	2.3
CAU5	ZD958	ZD958/CAU5	H	0.36	2.25
CAU5	ZD958	ZD958/CAU5	H	0.36	2.03
CAU5	ZD958	ZD958/CAU5	C	0.33	5.876
CAU5	ZD958	ZD958/CAU5	C	0.38	5.664
CAU5	ZD958	ZD958/CAU5	C	0.35	5.642
CAU5	ZD958	ZD958/CAU5	C	0.46	5.58
CAU5	ZD958	ZD958/CAU5	C	0.41	5.577
CAU5	ZD958	ZD958/CAU5	C	0.42	5.444
CAU5	ZD958	ZD958/CAU5	C	0.42	5.278
CAU5	ZD958	ZD958/CAU5	C	0.46	5.133
CAU5	ZD958	ZD958/CAU5	C	0.45	4.99
CAU5	ZD958	ZD958/CAU5	C	0.46	4.957
CAU5	ZD958	ZD958/CAU5	C	0.46	4.911
CAU5	ZD958	ZD958/CAU5	C	0.46	4.906
CAU5	ZD958	ZD958/CAU5	C	0.45	4.875
CAU5	ZD958	ZD958/CAU5	C	0.44	4.846
CAU5	ZD958	ZD958/CAU5	C	0.47	4.82
CAU5	ZD958	ZD958/CAU5	C	0.35	4.792
CAU5	ZD958	ZD958/CAU5	C	0.51	4.788
CAU5	ZD958	ZD958/CAU5	C	0.46	4.787
CAU5	ZD958	ZD958/CAU5	C	0.47	4.783
CAU5	ZD958	ZD958/CAU5	C	0.45	4.769
CAU5	ZD958	ZD958/CAU5	C	0.46	4.713
CAU5	ZD958	ZD958/CAU5	C	0.78	4.689
CAU5	ZD958	ZD958/CAU5	C	0.33	4.688
CAU5	ZD958	ZD958/CAU5	C	0.77	4.678
CAU5	ZD958	ZD958/CAU5	C	0.48	4.678
CAU5	ZD958	ZD958/CAU5	C	0.45	4.673
CAU5	ZD958	ZD958/CAU5	C	0.32	4.63
CAU5	ZD958	ZD958/CAU5	C	0.44	4.625
CAU5	ZD958	ZD958/CAU5	C	0.38	4.598
CAU5	ZD958	ZD958/CAU5	C	0.37	4.536
CAU5	ZD958	ZD958/CAU5	C	0.49	4.523
CAU5	ZD958	ZD958/CAU5	C	0.46	4.459
CAU5	ZD958	ZD958/CAU5	C	0.38	4.406
CAU5	ZD958	ZD958/CAU5	C	0.46	4.404
CAU5	ZD958	ZD958/CAU5	C	0.44	4.375
CAU5	ZD958	ZD958/CAU5	C	0.47	4.363
CAU5	ZD958	ZD958/CAU5	C	0.41	4.359
CAU5	ZD958	ZD958/CAU5	C	0.42	4.35
CAU5	ZD958	ZD958/CAU5	C	0.44	4.346
CAU5	ZD958	ZD958/CAU5	C	0.39	4.346
CAU5	ZD958	ZD958/CAU5	C	0.45	4.339
CAU5	ZD958	ZD958/CAU5	C	0.39	4.333
CAU5	ZD958	ZD958/CAU5	C	0.46	4.332
CAU5	ZD958	ZD958/CAU5	C	0.46	4.317
CAU5	ZD958	ZD958/CAU5	C	0.45	4.314
CAU5	ZD958	ZD958/CAU5	C	0.35	4.307
CAU5	ZD958	ZD958/CAU5	C	0.44	4.286
CAU5	ZD958	ZD958/CAU5	C	0.48	4.268
CAU5	ZD958	ZD958/CAU5	C	0.4	4.258
CAU5	ZD958	ZD958/CAU5	C	0.48	4.254
CAU5	ZD958	ZD958/CAU5	C	0.49	4.253
CAU5	ZD958	ZD958/CAU5	C	0.46	4.25
CAU5	ZD958	ZD958/CAU5	C	0.5	4.246
CAU5	ZD958	ZD958/CAU5	C	0.48	4.241
CAU5	ZD958	ZD958/CAU5	C	0.45	4.24
CAU5	ZD958	ZD958/CAU5	C	0.44	4.237
CAU5	ZD958	ZD958/CAU5	C	0.47	4.218
CAU5	ZD958	ZD958/CAU5	C	0.47	4.19
CAU5	ZD958	ZD958/CAU5	C	0.38	4.188
CAU5	ZD958	ZD958/CAU5	C	0.46	4.158
CAU5	ZD958	ZD958/CAU5	C	0.46	4.155
CAU5	ZD958	ZD958/CAU5	C	0.47	4.127
CAU5	ZD958	ZD958/CAU5	C	0.47	4.121
CAU5	ZD958	ZD958/CAU5	C	0.39	4.118
CAU5	ZD958	ZD958/CAU5	C	0.48	4.115
CAU5	ZD958	ZD958/CAU5	C	0.47	4.11
CAU5	ZD958	ZD958/CAU5	C	0.41	4.061
CAU5	ZD958	ZD958/CAU5	C	0.47	4.02
CAU5	ZD958	ZD958/CAU5	C	0.5	3.997
CAU5	ZD958	ZD958/CAU5	C	0.42	3.987
CAU5	ZD958	ZD958/CAU5	C	0.5	3.981
CAU5	ZD958	ZD958/CAU5	C	0.47	3.949
CAU5	ZD958	ZD958/CAU5	C	0.37	3.929
CAU5	ZD958	ZD958/CAU5	C	0.4	3.928
CAU5	ZD958	ZD958/CAU5	C	0.53	3.925
CAU5	ZD958	ZD958/CAU5	C	0.51	3.92
CAU5	ZD958	ZD958/CAU5	C	0.4	3.895
CAU5	ZD958	ZD958/CAU5	C	0.43	3.883
CAU5	ZD958	ZD958/CAU5	C	0.42	3.83
CAU5	ZD958	ZD958/CAU5	C	0.41	3.81
CAU5	ZD958	ZD958/CAU5	C	0.44	3.798
CAU5	ZD958	ZD958/CAU5	C	0.49	3.777
CAU5	ZD958	ZD958/CAU5	C	0.46	3.761
CAU5	ZD958	ZD958/CAU5	C	0.45	3.754
CAU5	ZD958	ZD958/CAU5	C	0.4	3.753
CAU5	ZD958	ZD958/CAU5	C	0.46	3.72
CAU5	ZD958	ZD958/CAU5	C	0.49	3.651
CAU5	ZD958	ZD958/CAU5	C	0.46	3.633
CAU5	ZD958	ZD958/CAU5	C	0.47	3.509
CAU5	ZD958	ZD958/CAU5	C	0.44	3.146
CAU5	ZD958	ZD958/CAU5	C	0.32	2.823
CAU5	ZD958	ZD958/CAU5	C	0.37	2.543
CAU5	ZD958	ZD958/CAU5	C	0.4	2.398
CAU6	ZD958	ZD958/CAU6	C	0.45	4.734
CAU6	ZD958	ZD958/CAU6	C	0.48	4.636
CAU6	ZD958	ZD958/CAU6	C	0.45	4.523
CAU6	ZD958	ZD958/CAU6	C	0.45	4.509
CAU6	ZD958	ZD958/CAU6	C	0.42	4.334
CAU6	ZD958	ZD958/CAU6	C	0.4	4.21
CAU6	ZD958	ZD958/CAU6	C	0.5	4.091
CAU6	ZD958	ZD958/CAU6	C	0.33	4.004
CAU6	ZD958	ZD958/CAU6	C	0.44	4.003
CAU6	ZD958	ZD958/CAU6	C	0.51	3.923
CAU6	ZD958	ZD958/CAU6	C	0.51	3.921
CAU6	ZD958	ZD958/CAU6	C	0.48	3.845
CAU6	ZD958	ZD958/CAU6	C	0.48	3.805
CAU6	ZD958	ZD958/CAU6	C	0.5	3.792
CAU6	ZD958	ZD958/CAU6	C	0.41	3.757
CAU6	ZD958	ZD958/CAU6	C	0.49	3.703
CAU6	ZD958	ZD958/CAU6	C	0.57	3.669
CAU6	ZD958	ZD958/CAU6	C	0.46	3.659
CAU6	ZD958	ZD958/CAU6	C	0.45	3.627
CAU6	ZD958	ZD958/CAU6	C	0.5	3.605
CAU6	ZD958	ZD958/CAU6	C	0.53	3.601
CAU6	ZD958	ZD958/CAU6	C	0.46	3.593
CAU6	ZD958	ZD958/CAU6	C	0.53	3.507
CAU6	ZD958	ZD958/CAU6	C	0.5	3.506
CAU6	ZD958	ZD958/CAU6	C	0.51	3.5
CAU6	ZD958	ZD958/CAU6	C	0.54	3.464
CAU6	ZD958	ZD958/CAU6	C	0.47	3.462
CAU6	ZD958	ZD958/CAU6	C	0.47	3.448
CAU6	ZD958	ZD958/CAU6	C	0.48	3.438
CAU6	ZD958	ZD958/CAU6	C	0.48	3.424
CAU6	ZD958	ZD958/CAU6	C	0.52	3.416
CAU6	ZD958	ZD958/CAU6	C	0.49	3.358
CAU6	ZD958	ZD958/CAU6	C	0.49	3.352
CAU6	ZD958	ZD958/CAU6	C	0.49	3.344
CAU6	ZD958	ZD958/CAU6	C	0.52	3.331
CAU6	ZD958	ZD958/CAU6	C	0.49	3.321
CAU6	ZD958	ZD958/CAU6	C	0.46	3.305
CAU6	ZD958	ZD958/CAU6	C	0.56	3.301
CAU6	ZD958	ZD958/CAU6	C	0.47	3.28
CAU6	ZD958	ZD958/CAU6	C	0.47	3.274
CAU6	ZD958	ZD958/CAU6	C	0.47	3.27
CAU6	ZD958	ZD958/CAU6	C	0.45	3.265
CAU6	ZD958	ZD958/CAU6	C	0.55	3.194
CAU6	ZD958	ZD958/CAU6	C	0.47	3.189
CAU6	ZD958	ZD958/CAU6	C	0.47	3.18
CAU6	ZD958	ZD958/CAU6	C	0.51	3.116
CAU6	ZD958	ZD958/CAU6	C	0.53	3.077
CAU6	ZD958	ZD958/CAU6	C	0.47	3.065
CAU6	ZD958	ZD958/CAU6	C	0.48	3.044
CAU6	ZD958	ZD958/CAU6	C	0.49	3.025
CAU6	ZD958	ZD958/CAU6	C	0.47	3.023
CAU6	ZD958	ZD958/CAU6	C	0.38	3.006
CAU6	ZD958	ZD958/CAU6	C	0.46	2.998
CAU6	ZD958	ZD958/CAU6	C	0.47	2.893
CAU6	ZD958	ZD958/CAU6	C	0.47	2.88
CAU6	ZD958	ZD958/CAU6	C	0.46	2.85
CAU6	ZD958	ZD958/CAU6	C	0.4	2.72
CAU6	ZD958	ZD958/CAU6	C	0.52	2.71
CAU6	ZD958	ZD958/CAU6	C	0.48	2.709
CAU6	ZD958	ZD958/CAU6	C	0.5	2.703
CAU6	ZD958	ZD958/CAU6	C	0.54	2.703
CAU6	ZD958	ZD958/CAU6	C	0.52	2.624
CAU6	ZD958	ZD958/CAU6	C	0.38	2.046
CAU6	ZD958	ZD958/CAU6	H	0.41	4.553
CAU6	ZD958	ZD958/CAU6	H	0.39	4.396
CAU6	ZD958	ZD958/CAU6	H	0.38	4.361
CAU6	ZD958	ZD958/CAU6	H	0.38	4.34
CAU6	ZD958	ZD958/CAU6	H	0.39	3.959
CAU6	ZD958	ZD958/CAU6	H	0.38	3.758
CAU6	ZD958	ZD958/CAU6	H	0.37	3.727
CAU6	ZD958	ZD958/CAU6	H	0.42	3.689
CAU6	ZD958	ZD958/CAU6	H	0.43	3.551
CAU6	ZD958	ZD958/CAU6	H	0.32	3.367
CAU6	ZD958	ZD958/CAU6	H	0.41	3.367
CAU6	ZD958	ZD958/CAU6	H	0.54	3.342
CAU6	ZD958	ZD958/CAU6	H	0.45	3.339
CAU6	ZD958	ZD958/CAU6	H	0.52	3.337
CAU6	ZD958	ZD958/CAU6	H	0.46	3.241
CAU6	ZD958	ZD958/CAU6	H	0.48	3.236
CAU6	ZD958	ZD958/CAU6	H	0.45	3.21
CAU6	ZD958	ZD958/CAU6	H	0.38	3.204
CAU6	ZD958	ZD958/CAU6	H	0.53	3.168
CAU6	ZD958	ZD958/CAU6	H	0.46	3.134
CAU6	ZD958	ZD958/CAU6	H	0.32	3.124
CAU6	ZD958	ZD958/CAU6	H	0.39	3.091
CAU6	ZD958	ZD958/CAU6	H	0.44	3.065
CAU6	ZD958	ZD958/CAU6	H	0.33	3.04
CAU6	ZD958	ZD958/CAU6	H	0.45	3.018
CAU6	ZD958	ZD958/CAU6	H	0.41	2.994
CAU6	ZD958	ZD958/CAU6	H	0.42	2.992
CAU6	ZD958	ZD958/CAU6	H	0.45	2.941
CAU6	ZD958	ZD958/CAU6	H	0.42	2.914
CAU6	ZD958	ZD958/CAU6	H	0.5	2.909
CAU6	ZD958	ZD958/CAU6	H	0.41	2.831
CAU6	ZD958	ZD958/CAU6	H	0.48	2.78
CAU6	ZD958	ZD958/CAU6	H	0.46	2.777
CAU6	ZD958	ZD958/CAU6	H	0.45	2.679
CAU6	ZD958	ZD958/CAU6	H	0.47	2.677
CAU6	ZD958	ZD958/CAU6	H	0.39	2.64
CAU6	ZD958	ZD958/CAU6	H	0.43	2.632
CAU6	ZD958	ZD958/CAU6	H	0.43	2.568
CAU6	ZD958	ZD958/CAU6	H	0.39	2.515
CAU6	ZD958	ZD958/CAU6	H	0.42	2.469
CAU6	ZD958	ZD958/CAU6	H	0.39	2.428
CAU6	ZD958	ZD958/CAU6	H	0.43	2.238
CAU6	ZD958	ZD958/CAU6	H	0.45	2.117
CAU6	ZD958	ZD958/CAU6	H	0.45	2.088
CAU6	ZD958	ZD958/CAU6	H	0.37	2.081
CAU6	ZD958	ZD958/CAU6	H	0.41	2.07
CAU6	ZD958	ZD958/CAU6	H	0.39	2.002
CHOI1	ZD958	ZD958/CHOI1	H	0.43	6.195
CHOI1	ZD958	ZD958/CHOI1	H	0.47	5.971
CHOI1	ZD958	ZD958/CHOI1	H	0.47	5.717
CHOI1	ZD958	ZD958/CHOI1	H	0.47	5.333
CHOI1	ZD958	ZD958/CHOI1	H	0.48	5.276
CHOI1	ZD958	ZD958/CHOI1	H	0.48	5.087
CHOI1	ZD958	ZD958/CHOI1	H	0.36	4.973
CHOI1	ZD958	ZD958/CHOI1	H	0.39	4.969
CHOI1	ZD958	ZD958/CHOI1	H	0.35	4.932
CHOI1	ZD958	ZD958/CHOI1	H	0.39	4.883
CHOI1	ZD958	ZD958/CHOI1	H	0.42	4.801
CHOI1	ZD958	ZD958/CHOI1	H	0.41	4.796
CHOI1	ZD958	ZD958/CHOI1	H	0.45	4.786
CHOI1	ZD958	ZD958/CHOI1	H	0.36	4.784
CHOI1	ZD958	ZD958/CHOI1	H	0.43	4.78
CHOI1	ZD958	ZD958/CHOI1	H	0.32	4.678
CHOI1	ZD958	ZD958/CHOI1	H	0.4	4.612
CHOI1	ZD958	ZD958/CHOI1	H	0.47	4.605
CHOI1	ZD958	ZD958/CHOI1	H	0.4	4.6
CHOI1	ZD958	ZD958/CHOI1	H	0.38	4.573
CHOI1	ZD958	ZD958/CHOI1	H	0.42	4.571
CHOI1	ZD958	ZD958/CHOI1	H	0.38	4.533
CHOI1	ZD958	ZD958/CHOI1	H	0.48	4.513
CHOI1	ZD958	ZD958/CHOI1	H	0.46	4.508
CHOI1	ZD958	ZD958/CHOI1	H	0.39	4.465
CHOI1	ZD958	ZD958/CHOI1	H	0.39	4.457
CHOI1	ZD958	ZD958/CHOI1	H	0.37	4.454
CHOI1	ZD958	ZD958/CHOI1	H	0.4	4.45
CHOI1	ZD958	ZD958/CHOI1	H	0.45	4.441
CHOI1	ZD958	ZD958/CHOI1	H	0.47	4.426
CHOI1	ZD958	ZD958/CHOI1	H	0.38	4.405
CHOI1	ZD958	ZD958/CHOI1	H	0.39	4.397
CHOI1	ZD958	ZD958/CHOI1	H	0.48	4.389
CHOI1	ZD958	ZD958/CHOI1	H	0.44	4.377
CHOI1	ZD958	ZD958/CHOI1	H	0.34	4.358
CHOI1	ZD958	ZD958/CHOI1	H	0.48	4.323
CHOI1	ZD958	ZD958/CHOI1	H	0.42	4.32
CHOI1	ZD958	ZD958/CHOI1	H	0.38	4.3
CHOI1	ZD958	ZD958/CHOI1	H	0.4	4.288
CHOI1	ZD958	ZD958/CHOI1	H	0.41	4.269
CHOI1	ZD958	ZD958/CHOI1	H	0.38	4.254
CHOI1	ZD958	ZD958/CHOI1	H	0.49	4.251
CHOI1	ZD958	ZD958/CHOI1	H	0.39	4.248
CHOI1	ZD958	ZD958/CHOI1	H	0.44	4.241
CHOI1	ZD958	ZD958/CHOI1	H	0.46	4.223
CHOI1	ZD958	ZD958/CHOI1	H	0.4	4.223
CHOI1	ZD958	ZD958/CHOI1	H	0.43	4.203
CHOI1	ZD958	ZD958/CHOI1	H	0.47	4.177
CHOI1	ZD958	ZD958/CHOI1	H	0.46	4.166
CHOI1	ZD958	ZD958/CHOI1	H	0.45	4.148
CHOI1	ZD958	ZD958/CHOI1	H	0.45	4.134
CHOI1	ZD958	ZD958/CHOI1	H	0.32	4.13
CHOI1	ZD958	ZD958/CHOI1	H	0.41	4.123
CHOI1	ZD958	ZD958/CHOI1	H	0.42	4.116
CHOI1	ZD958	ZD958/CHOI1	H	0.47	4.106
CHOI1	ZD958	ZD958/CHOI1	H	0.46	4.091
CHOI1	ZD958	ZD958/CHOI1	H	0.36	4.082
CHOI1	ZD958	ZD958/CHOI1	H	0.4	4.081
CHOI1	ZD958	ZD958/CHOI1	H	0.4	4.069
CHOI1	ZD958	ZD958/CHOI1	H	0.45	4.01
CHOI1	ZD958	ZD958/CHOI1	H	0.77	4.002
CHOI1	ZD958	ZD958/CHOI1	H	0.49	3.981
CHOI1	ZD958	ZD958/CHOI1	H	0.42	3.962
CHOI1	ZD958	ZD958/CHOI1	H	0.45	3.959
CHOI1	ZD958	ZD958/CHOI1	H	0.43	3.911
CHOI1	ZD958	ZD958/CHOI1	H	0.43	3.889
CHOI1	ZD958	ZD958/CHOI1	H	0.38	3.889
CHOI1	ZD958	ZD958/CHOI1	H	0.37	3.886
CHOI1	ZD958	ZD958/CHOI1	H	0.37	3.885
CHOI1	ZD958	ZD958/CHOI1	H	0.41	3.881
CHOI1	ZD958	ZD958/CHOI1	H	0.44	3.877
CHOI1	ZD958	ZD958/CHOI1	H	0.37	3.875
CHOI1	ZD958	ZD958/CHOI1	H	0.49	3.865
CHOI1	ZD958	ZD958/CHOI1	H	0.4	3.856
CHOI1	ZD958	ZD958/CHOI1	H	0.43	3.848
CHOI1	ZD958	ZD958/CHOI1	H	0.4	3.843
CHOI1	ZD958	ZD958/CHOI1	H	0.43	3.835
CHOI1	ZD958	ZD958/CHOI1	H	0.48	3.831
CHOI1	ZD958	ZD958/CHOI1	H	0.39	3.828
CHOI1	ZD958	ZD958/CHOI1	H	0.43	3.824
CHOI1	ZD958	ZD958/CHOI1	H	0.42	3.814
CHOI1	ZD958	ZD958/CHOI1	H	0.38	3.809
CHOI1	ZD958	ZD958/CHOI1	H	0.39	3.778
CHOI1	ZD958	ZD958/CHOI1	H	0.45	3.744
CHOI1	ZD958	ZD958/CHOI1	H	0.42	3.717
CHOI1	ZD958	ZD958/CHOI1	H	0.4	3.692
CHOI1	ZD958	ZD958/CHOI1	H	0.39	3.689
CHOI1	ZD958	ZD958/CHOI1	H	0.4	3.664
CHOI1	ZD958	ZD958/CHOI1	H	0.38	3.644
CHOI1	ZD958	ZD958/CHOI1	H	0.4	3.622
CHOI1	ZD958	ZD958/CHOI1	H	0.43	3.615
CHOI1	ZD958	ZD958/CHOI1	H	0.42	3.613
CHOI1	ZD958	ZD958/CHOI1	H	0.48	3.607
CHOI1	ZD958	ZD958/CHOI1	H	0.44	3.577
CHOI1	ZD958	ZD958/CHOI1	H	0.4	3.571
CHOI1	ZD958	ZD958/CHOI1	H	0.41	3.561
CHOI1	ZD958	ZD958/CHOI1	H	0.44	3.534
CHOI1	ZD958	ZD958/CHOI1	H	0.4	3.533
CHOI1	ZD958	ZD958/CHOI1	H	0.4	3.53
CHOI1	ZD958	ZD958/CHOI1	H	0.41	3.527
CHOI1	ZD958	ZD958/CHOI1	H	0.47	3.502
CHOI1	ZD958	ZD958/CHOI1	H	0.48	3.494
CHOI1	ZD958	ZD958/CHOI1	H	0.47	3.472
CHOI1	ZD958	ZD958/CHOI1	H	0.43	3.453
CHOI1	ZD958	ZD958/CHOI1	H	0.44	3.448
CHOI1	ZD958	ZD958/CHOI1	H	0.48	3.435
CHOI1	ZD958	ZD958/CHOI1	H	0.41	3.428
CHOI1	ZD958	ZD958/CHOI1	H	0.39	3.42
CHOI1	ZD958	ZD958/CHOI1	H	0.44	3.39
CHOI1	ZD958	ZD958/CHOI1	H	0.41	3.338
CHOI1	ZD958	ZD958/CHOI1	H	0.41	3.336
CHOI1	ZD958	ZD958/CHOI1	H	0.45	3.326
CHOI1	ZD958	ZD958/CHOI1	H	0.43	3.318
CHOI1	ZD958	ZD958/CHOI1	H	0.4	3.3
CHOI1	ZD958	ZD958/CHOI1	H	0.38	3.273
CHOI1	ZD958	ZD958/CHOI1	H	0.46	3.25
CHOI1	ZD958	ZD958/CHOI1	H	0.38	3.241
CHOI1	ZD958	ZD958/CHOI1	H	0.4	3.226
CHOI1	ZD958	ZD958/CHOI1	H	0.38	3.189
CHOI1	ZD958	ZD958/CHOI1	H	0.43	3.165
CHOI1	ZD958	ZD958/CHOI1	H	0.37	3.075
CHOI1	ZD958	ZD958/CHOI1	H	0.4	3.075
CHOI1	ZD958	ZD958/CHOI1	H	0.34	3.051
